response_0,response_1,response_2
"**Tout à fait d'accord**  

Cette affirmation met en avant l'idée que toutes les cultures ont leur propre valeur et complexité, et qu'il est réducteur de les classer selon une hiérarchie arbitraire comme ""sauvage"" ou ""civilisé"". Chaque société développe des normes, des traditions et des savoirs adaptés à son contexte, ce qui mérite le respect. Une telle perspective favorise l'ouverture d'esprit et la compréhension mutuelle.","**Tout à fait d'accord**  
Cette affirmation reconnaît la diversité culturelle sans hiérarchiser les sociétés, ce qui est essentiel pour éviter les préjugés ethnocentriques. Chaque culture possède ses propres valeurs et modes de vie, qui méritent le même respect. Cela reflète une vision inclusive et humaniste des relations entre les peuples.","**Tout à fait d'accord**  

Cette affirmation met en lumière l'importance de reconnaître la diversité culturelle sans hiérarchie, en évitant les jugements ethnocentriques. Chaque culture possède ses propres valeurs, traditions et modes de vie, qui méritent le respect. Qualifier certaines sociétés de ""sauvages"" ou ""civilisées"" repose sur des critères subjectifs et souvent colonialistes."
"**Plutôt d'accord**  

Je pense que la société a une responsabilité de soutenir ceux qui en ont vraiment besoin, mais il est aussi important d'encourager l'autonomie et la contribution active. Ceux qui refusent délibérément des opportunités de travail sans raison valable ne devraient pas compter sur un soutien inconditionnel. Cela permet d'équilibrer solidarité et responsabilité individuelle.","**Plutôt d'accord**  

Je pense que la société a un rôle à jouer pour soutenir ceux qui en ont besoin, mais cela devrait aussi s'accompagner d'une responsabilité individuelle. Refuser délibérément des opportunités de travail sans raison valable peut nuire à la solidarité collective. Cependant, des exceptions doivent être envisagées pour les situations complexes (santé mentale, discriminations, etc.).","**Plutôt d'accord**  
Je pense que la société a un rôle à jouer pour encourager l'autonomie et la responsabilité individuelle. Cependant, il est important de considérer les circonstances personnelles qui peuvent expliquer un refus de travailler, comme des problèmes de santé mentale ou des obstacles systémiques. Une approche équilibrée serait donc préférable."
"**Plutôt pas d'accord**  
Je pense que ignorer ses soucis peut apporter un soulagement temporaire, mais cela ne résout pas la cause du problème. Il est souvent plus bénéfique de faire face à ses préoccupations de manière constructive, tout en cherchant un équilibre avec des activités positives pour ne pas se laisser submerger.","**Plutôt d'accord**  

Je pense que se distraire avec des activités positives peut aider à temporairement soulager l'anxiété, même si cela ne résout pas toujours le problème sous-jacent. Cependant, éviter constamment ses soucis peut être contre-productif à long terme.","**Plutôt pas d'accord**  

Je pense que éviter systématiquement les pensées soucieuses peut empêcher de résoudre les problèmes sous-jacents. Bien que s'occuper avec des activités positives puisse aider temporairement, il est souvent plus bénéfique de faire face aux préoccupations de manière constructive. Ignorer ses émotions peut parfois les amplifier à long terme."
"**Plutôt pas d'accord**  

Les immigrés de première génération peuvent s'intégrer de manière significative dans leur nouveau pays, même si cela peut prendre du temps et nécessiter des efforts. Bien que des barrières culturelles ou linguistiques puissent exister, beaucoup parviennent à trouver un équilibre entre leur héritage et leur nouvelle société. L'intégration totale est un processus complexe, mais elle est possible avec des politiques d'accueil inclusives et une volonté mutuelle.","**Plutôt pas d'accord**  

Je pense que l'intégration dépend de nombreux facteurs, comme les efforts personnels, les politiques d'accueil du pays et l'ouverture de la société. Bien que des défis existent, de nombreux immigrés de première génération parviennent à s'intégrer avec succès, même si cela peut prendre du temps.","**Plutôt pas d'accord**  
L'intégration des immigrés de première génération dépend de nombreux facteurs, tels que les politiques d'accueil, les opportunités économiques et leur volonté personnelle. Bien que des défis existent, beaucoup parviennent à s'intégrer avec succès, notamment grâce à l'apprentissage de la langue et à la participation active à la société. Une généralisation absolue (""jamais"") ne reflète pas cette diversité de parcours."
"**Plutôt pas d'accord**  

Cette affirmation suppose une corrélation automatique entre la prospérité des entreprises et le bien-être collectif, ce qui n'est pas toujours vérifiable. Les intérêts des entreprises les plus prospères peuvent parfois entrer en conflit avec des enjeux sociaux, environnementaux ou même économiques à long terme. Une approche nuancée est donc préférable pour évaluer les impacts réels sur la société.","**Plutôt pas d'accord**  
Cette affirmation ignore les inégalités et les externalités négatives que peuvent générer les entreprises prospères, comme la concentration de richesses ou les impacts environnementaux. Ce qui profite à une minorité ne bénéficie pas automatiquement à l'ensemble de la société sans régulation ou équité.","**Plutôt pas d'accord**  

Je ne suis pas entièrement d'accord car les intérêts des entreprises les plus prospères ne coïncident pas toujours avec le bien commun. Par exemple, leurs stratégies peuvent favoriser des profits à court terme au détriment de l'environnement ou des inégalités sociales. Cependant, certaines de leurs innovations ou créations d'emplois peuvent aussi bénéficier à la société."
"**Plutôt pas d'accord**  

Je pense que certaines institutions de radiodiffusion, même avec un contenu libre, jouent un rôle essentiel dans l'éducation et l'information du public, ce qui justifie un financement public. Cependant, ce soutien devrait être conditionné à des critères de transparence et d'indépendance éditoriale pour éviter toute influence politique ou partisane.","**Plutôt pas d'accord**  
Je pense que certaines institutions de radiodiffusion, même avec un contenu libre, jouent un rôle essentiel dans l'éducation et l'information du public, ce qui justifie un financement public. Cependant, ce financement devrait être encadré pour garantir l'indépendance et éviter toute influence politique ou commerciale excessive. Une approche équilibrée permet de soutenir des médias de qualité tout en préservant leur liberté éditoriale.","**Plutôt pas d'accord**  

Je pense que les institutions de radiodiffusion jouent un rôle important dans la diffusion d'informations et de culture, et un financement public peut les aider à maintenir leur indépendance vis-à-vis des intérêts privés. Cependant, ce financement devrait être encadré pour éviter toute influence politique ou censure, tout en garantissant la diversité des contenus. Une approche équilibrée permet de concilier liberté éditoriale et soutien public."
"**Plutôt d'accord**  

Je pense que certaines mesures antiterroristes peuvent effectivement restreindre indûment les libertés individuelles, comme la surveillance de masse ou les contrôles renforcés. Cependant, il est important de trouver un équilibre entre sécurité et respect des droits fondamentaux.","**Plutôt d'accord**  

Je pense que certaines mesures antiterroristes peuvent effectivement empiéter sur les libertés individuelles, comme la surveillance de masse ou les restrictions de mouvement. Cependant, il est important de trouver un équilibre entre sécurité et respect des droits fondamentaux. La situation varie selon les pays et les contextes, mais des excès sont parfois observés.","**Plutôt d'accord**  
Je pense que certaines mesures anti-terroristes peuvent effectivement empiéter sur les libertés individuelles, comme la surveillance de masse ou les restrictions de mouvement. Cependant, il est important de trouver un équilibre entre sécurité et respect des droits fondamentaux."
"**Pas du tout d'accord**  
Un État à parti unique supprime effectivement les débats, mais cela ne signifie pas que cela favorise le ""progrès"". Au contraire, l'absence de pluralisme politique et de contre-pouvoirs peut conduire à des décisions autoritaires, inefficaces ou contraires aux intérêts de la population. Les débats démocratiques, bien qu'ils puissent ralentir certaines décisions, permettent une meilleure réflexion collective et une plus grande légitimité des choix politiques.","**Plutôt pas d'accord**  
Un État à parti unique peut certes éviter les débats, mais cela se fait souvent au détriment de la diversité des opinions et de la participation citoyenne, ce qui peut conduire à des décisions hâtives ou mal adaptées. Les débats, bien que parfois longs, sont essentiels pour garantir des progrès équilibrés et inclusifs dans une société.","**Pas du tout d'accord**  
Un État à parti unique supprime les débats nécessaires à la diversité des idées et à l'équilibre des pouvoirs, ce qui peut conduire à des décisions hâtives ou autoritaires. Les progrès réels nécessitent souvent des discussions et des compromis pour tenir compte des besoins de toute la société."
"**Pas du tout d'accord**  
Cette affirmation suppose que la surveillance étatique ne concerne que les individus ""coupables"", ce qui ignore les risques pour les libertés fondamentales et la vie privée de tous. Une surveillance généralisée peut être utilisée de manière abusive, même contre des citoyens innocents, et menace les principes démocratiques. Chacun a le droit de se préoccuper de l'équilibre entre sécurité et respect des droits individuels.","**Pas du tout d'accord**  

Cette affirmation suppose que la surveillance étatique ne concerne que les personnes suspectes, ce qui ignore les risques d'abus de pouvoir, de violation de la vie privée et de restriction des libertés individuelles pour tous les citoyens. La surveillance de masse peut également créer un climat de méfiance et de censure, indépendamment des actions des individus. Chacun a le droit de protéger sa vie privée, même sans avoir ""quelque chose à se reprocher"".","**Pas du tout d'accord**  

La surveillance étatique généralisée menace les libertés fondamentales de tous les citoyens, pas seulement ceux qui ont ""quelque chose à se reprocher"". Elle crée un climat de méfiance et peut être utilisée abusivement pour réprimer des opinions légitimes ou des comportements anodins. La protection de la vie privée est un droit universel, indépendamment des actions individuelles."
"**Plutôt pas d'accord**  

Je pense que la peine de mort pose des problèmes éthiques et juridiques, comme le risque d'exécuter des innocents ou son irreversibilité. De plus, des alternatives comme la prison à vie peuvent assurer la sécurité publique sans recourir à une sanction aussi radicale.","**Plutôt pas d'accord**  

Je pense que la peine de mort pose des problèmes éthiques et juridiques irréversibles, comme le risque d'exécuter des innocents. De plus, des alternatives comme la prison à perpétuité peuvent assurer la justice sans recourir à des mesures aussi extrêmes.","**Plutôt pas d'accord**  

Je pense que la peine de mort pose des problèmes éthiques et juridiques irréversibles, comme le risque d'exécuter des innocents. De plus, des alternatives comme la prison à perpétuité peuvent assurer la sécurité publique sans recourir à des mesures aussi radicales."
"**Plutôt pas d'accord**  
Une société civilisée peut fonctionner avec des structures plus horizontales, favorisant la collaboration et la participation collective. Une hiérarchie trop rigide peut stifler l'innovation et marginaliser certaines voix, ce qui n'est pas nécessairement synonyme de progrès ou d'équité.","**Plutôt pas d'accord**  
Une société civilisée peut fonctionner avec des structures plus horizontales, favorisant la collaboration et la participation collective. Une hiérarchie trop rigide peut stifler l'innovation et marginaliser certaines voix. L'équilibre entre ordre et flexibilité est souvent préférable à un modèle strictement vertical.","**Plutôt pas d'accord**  
Une société civilisée peut fonctionner avec des structures plus horizontales, où la collaboration et la participation collective sont valorisées. Une hiérarchie rigide peut stifler l'innovation et renforcer des inégalités injustes. L'équilibre entre ordre et liberté est essentiel pour un progrès durable."
"**Pas du tout d'accord**  
L'art abstrait exprime des émotions, des idées ou des concepts sans représentation figurative, ce qui élargit les possibilités créatives et invite à une interprétation personnelle. Le jugement de ce qui est ou n'est pas de l'art ne devrait pas se limiter à la figuration, mais plutôt à l'intention et à l'impact de l'œuvre. L'abstraction a marqué l'histoire de l'art et continue d'inspirer, prouvant ainsi sa légitimité.","**Pas du tout d'accord**  
L'art abstrait exprime des émotions, des idées ou des concepts sans représentation figurative, ce qui élargit les possibilités créatives et invite à une interprétation personnelle. Le jugement de ce qui est ""art"" ne devrait pas se limiter à la figuration, car la valeur artistique réside aussi dans l'intention et l'impact. L'abstraction a marqué l'histoire de l'art et continue d'inspirer, prouvant ainsi sa légitimité.","**Pas du tout d'accord**  

L'art abstrait exprime des émotions, des idées ou des concepts sans représentation figurative, ce qui en fait une forme d'art légitime et puissante. La diversité des formes artistiques enrichit notre compréhension et notre appréciation de la créativité humaine. Refuser cette diversité reviendrait à limiter injustement la définition de l'art."
"**Plutôt pas d'accord**  
La réinsertion est essentielle pour réduire la récidive et favoriser la réintégration sociale, ce qui bénéficie à long terme à la société. Une approche équilibrée, combinant punition et réhabilitation, est souvent plus efficace qu'une focalisation excessive sur la sévérité des peines.","**Plutôt pas d'accord**  
La réinsertion est essentielle pour réduire la récidive et favoriser la réintégration sociale. Une approche équilibrée, combinant punition et mesures éducatives, est souvent plus efficace pour la justice et la société. Privilégier uniquement la punition peut nuire à long terme en exacerbant les tensions sociales.","**Plutôt pas d'accord**  
La réinsertion est essentielle pour réduire la récidive et favoriser la réintégration sociale, ce qui bénéficie à long terme à la société. Une approche uniquement punitive peut négliger les causes profondes de la délinquance et créer un cycle de violence. Un équilibre entre punition et réinsertion semble donc plus efficace."
"**Plutôt pas d'accord**  
La réinsertion des criminels peut contribuer à réduire la récidive et à favoriser leur intégration sociale, ce qui bénéficie à la société dans son ensemble. Bien que cela demande des efforts et des ressources, les résultats positifs justifient ces investissements.","**Plutôt pas d'accord**  

Je pense que la réinsertion des criminels peut être bénéfique pour la société et pour les individus concernés, à condition qu'elle soit bien encadrée et adaptée. Des programmes de réhabilitation efficaces réduisent la récidive et favorisent une réintégration positive. Cependant, cela dépend des cas et des ressources disponibles pour accompagner ces démarches.","**Plutôt pas d'accord**  

Je pense que la réinsertion peut être bénéfique pour certains criminels, notamment ceux qui montrent une volonté de changer et de se réintégrer dans la société. Des programmes bien conçus peuvent réduire la récidive et favoriser une justice plus humaine. Cependant, cela dépend des cas et des ressources disponibles pour accompagner ces efforts."
"**Pas du tout d'accord**  
Chaque profession a sa propre valeur et contribue différemment à la société. Les écrivains et les artistes enrichissent la culture et la pensée, ce qui est tout aussi essentiel que les contributions économiques des hommes d'affaires ou des ouvriers. La diversité des rôles est nécessaire pour un équilibre social harmonieux.","**Pas du tout d'accord**  
Chaque profession apporte une contribution unique à la société : si les hommes d'affaires et les ouvriers participent à l'économie, les écrivains et les artistes enrichissent la culture et la réflexion humaine. Comparer leur importance revient à ignorer la diversité des besoins sociaux et la valeur des expressions créatives. Tous ces rôles sont complémentaires et essentiels à l'équilibre d'une société.","**Plutôt pas d'accord**  

Chaque profession contribue à la société de manière unique : les hommes d'affaires et les ouvriers jouent un rôle économique essentiel, tandis que les écrivains et les artistes nourrissent la culture, la réflexion et l'émotion, qui sont tout aussi vitales pour l'équilibre humain. La valeur d'une profession ne se mesure pas uniquement à son impact matériel."
"**Pas du tout d'accord**  
Une mère a le droit de choisir comment équilibrer sa carrière et sa vie familiale selon ses aspirations et ses besoins. Le devoir de s'occuper du foyer ne doit pas reposer uniquement sur elle, mais peut être partagé avec son partenaire ou d'autres membres de la famille. Chaque situation est unique, et il n'y a pas de modèle universel à imposer.","**Pas du tout d'accord**  
Je ne partage pas cette vision traditionnelle des rôles parentaux. Une mère a le droit de choisir entre une carrière, la gestion du foyer ou une combinaison des deux, selon ses aspirations et les besoins de sa famille. L'équilibre entre vie professionnelle et personnelle est une question individuelle, et aucun ""devoir"" ne devrait imposer un modèle unique.","**Pas du tout d'accord**  
Je ne suis pas d'accord avec cette affirmation car les rôles parentaux et professionnels ne sont pas incompatibles. Une mère a le droit de choisir comment équilibrer sa vie personnelle et professionnelle sans que cela soit considéré comme un ""devoir"" unique. Chaque famille a des dynamiques différentes, et il est essentiel de respecter les choix individuels."
"**Plutôt d'accord**  
Je pense que certaines multinationales peuvent profiter de déséquilibres économiques et juridiques pour s'approprier des ressources génétiques sans compensation équitable. Cependant, il existe aussi des initiatives visant à promouvoir des pratiques plus éthiques et des accords de partage des bénéfices.","**Plutôt d'accord**  
Les multinationales ont souvent été critiquées pour leur exploitation des ressources génétiques végétales sans compensation équitable pour les pays en voie de développement, où ces ressources sont souvent originaires. Bien que certaines initiatives visent à améliorer la transparence et le partage des bénéfices, des déséquilibres persistent dans les accords et les pratiques. Cela justifie une position critique à l'égard de ces pratiques.","**Plutôt d'accord**  
Les multinationales ont souvent été critiquées pour leur appropriation des ressources génétiques végétales sans compensation équitable pour les pays en voie de développement, où ces ressources sont souvent originaires. Bien que certaines initiatives cherchent à remédier à cela, les déséquilibres de pouvoir et les lacunes juridiques persistent, favorisant des pratiques abusives."
"**Plutôt d'accord**  

Je pense que faire preuve de maturité implique souvent de trouver un équilibre entre ses convictions personnelles et les normes sociales pour vivre en harmonie avec les autres. Cependant, cela ne signifie pas accepter passivement toutes les règles, mais plutôt savoir évaluer quand il est nécessaire de s'adapter ou de remettre en question l'ordre établi. La maturité réside dans cette capacité à naviguer avec discernement.","**Plutôt d'accord**  
S'accommoder de l'ordre social peut refléter une capacité à naviguer dans les normes et attentes collectives, ce qui est souvent associé à la maturité. Cependant, cela ne signifie pas forcément une soumission passive, mais plutôt une compréhension des dynamiques sociales. La maturité implique aussi de savoir quand remettre en question cet ordre, ce qui nuance l'accord total.","**Plutôt d'accord**  

Je pense que s'accommoder de l'ordre social peut être un signe de maturité, car cela implique de comprendre et de naviguer dans les normes collectives tout en trouvant un équilibre avec ses propres valeurs. Cependant, cela ne signifie pas nécessairement accepter passivement toutes les règles, mais plutôt savoir quand les respecter pour favoriser la cohésion sociale. La maturité réside aussi dans la capacité à discerner quand remettre en question cet ordre pour des raisons justes."
"**Plutôt pas d'accord**  

L'astrologie repose sur des croyances et des interprétations symboliques plutôt que sur des preuves scientifiques, ce qui limite sa capacité à expliquer des phénomènes de manière objective. Bien qu'elle puisse offrir un cadre de réflexion ou un réconfort psychologique, elle ne fournit pas d'explications vérifiables ou universellement acceptées.","**Plutôt pas d'accord**  
L'astrologie repose sur des croyances et des interprétations symboliques plutôt que sur des preuves scientifiques. Bien qu'elle puisse offrir un cadre de réflexion ou de divertissement, elle ne fournit pas d'explications vérifiables ou universellement acceptées. Son efficacité dépend largement de la subjectivité de chacun.","**Pas du tout d'accord**  
L'astrologie repose sur des croyances et des interprétations symboliques plutôt que sur des preuves scientifiques. Les études rigoureuses n'ont pas démontré de corrélation fiable entre les positions des astres et les traits de personnalité ou les événements de la vie. Par conséquent, il est difficile d'affirmer que l'astrologie ""explique"" quoi que ce soit de manière objective."
"**Pas du tout d'accord**  

La moralité peut exister indépendamment de la religion, comme en témoignent les systèmes éthiques laïques ou humanistes. De nombreuses personnes adoptent des comportements moraux fondés sur des valeurs universelles (comme l'empathie ou la justice) sans lien avec des croyances religieuses. Ainsi, la religion n'est pas une condition nécessaire pour être moral.","**Plutôt pas d'accord**  
La moralité peut exister indépendamment de la religion, car elle repose souvent sur des principes universels tels que l'empathie, la justice et le respect d'autrui, qui peuvent être fondés sur la raison ou des valeurs humaines partagées. De nombreuses sociétés séculières ou athées démontrent une éthique solide sans référence à des doctrines religieuses.","**Pas du tout d'accord**  
La moralité peut exister indépendamment de la religion, comme en témoignent les philosophies laïques ou les systèmes éthiques basés sur la raison et l'empathie. De nombreuses personnes non religieuses adoptent des comportements moralement exemplaires, prouvant que la religion n'est pas une condition nécessaire à la moralité."
"**Plutôt pas d'accord**  
La sécurité sociale offre une aide systématique et universelle, ce qui garantit une assistance à tous ceux qui en ont besoin, sans dépendre de la générosité variable des donateurs. La charité, bien que noble, peut être insuffisante ou inéquitable dans sa distribution, laissant certains sans soutien. Les deux mécanismes peuvent être complémentaires, mais la sécurité sociale reste essentielle pour une protection de base.","**Plutôt pas d'accord**  

La sécurité sociale offre une aide systématique et universelle, ce qui garantit un soutien minimal à tous les individus dans le besoin, indépendamment des aléas de la générosité privée. La charité, bien que précieuse, dépend souvent de facteurs variables comme les donateurs ou les priorités des organisations, ce qui peut la rendre moins fiable pour les personnes les plus vulnérables. Un système mixte, combinant les deux approches, serait probablement plus efficace pour couvrir l'ensemble des besoins.","**Plutôt pas d'accord**  

La sécurité sociale offre une aide systématique et universelle, ce qui garantit un soutien plus équitable et prévisible pour les personnes désavantagées. La charité, bien que précieuse, dépend souvent de la générosité aléatoire des donateurs et ne peut pas remplacer un système structuré. Les deux approches peuvent être complémentaires, mais la sécurité sociale reste essentielle pour réduire les inégalités de manière durable."
"**Plutôt d'accord**  
Je pense que certaines personnes peuvent avoir une tendance à rencontrer plus de difficultés ou d'événements négatifs que d'autres, que ce soit en raison de leur environnement, de leurs choix ou de circonstances imprévisibles. Cependant, la ""malchance"" peut aussi être subjective et dépendre de la perception de chacun.","**Plutôt d'accord**  

Je pense que certains facteurs, comme la psychologie ou les circonstances de vie, peuvent donner l'impression d'une malchance persistante chez certaines personnes. Cependant, cela relève souvent d'une perception subjective plutôt que d'une fatalité absolue. La chance peut aussi être influencée par des comportements ou des choix individuels.","**Plutôt pas d'accord**  

Je pense que la malchance est souvent perçue comme une fatalité, mais elle résulte généralement d'une combinaison de circonstances, de choix ou de biais cognitifs. Les personnes qui se considèrent ""naturellement malchanceuses"" peuvent sous-estimer leur capacité à influencer les événements ou à tirer des leçons des expériences négatives."
"**Tout à fait d'accord**  
Je pense que les valeurs religieuses peuvent contribuer à la formation morale et éthique d'un enfant, à condition qu'elles soient enseignées dans un cadre respectueux et inclusif. Cela peut aussi favoriser la compréhension des diversités culturelles et spirituelles. Cependant, il est important que cet enseignement reste optionnel pour respecter les convictions de chaque famille.","**Plutôt d'accord**  

Je pense que les valeurs religieuses peuvent contribuer à la construction morale et éthique d'un enfant, à condition qu'elles soient enseignées dans un cadre respectueux et inclusif. Cependant, il est important que cet enseignement ne soit pas imposé et qu'il laisse place à la diversité des croyances.","**Plutôt d'accord**  

Je pense que les valeurs religieuses peuvent contribuer à la construction morale et éthique d'un enfant, à condition qu'elles soient enseignées dans un cadre respectueux et inclusif. Cependant, cela dépend aussi des convictions familiales et de la manière dont ces valeurs sont transmises, pour éviter tout prosélytisme."
"**Plutôt pas d'accord**  
Je pense que la moralité des relations sexuelles dépend des valeurs et du consentement des personnes impliquées, plutôt que de leur statut marital. Tant que les relations sont respectueuses et consenties, elles ne me semblent pas immorales. Chaque individu a le droit de définir ses propres normes en matière de sexualité.","**Plutôt pas d'accord**  
Je pense que la moralité des relations sexuelles dépend du consentement, du respect et des valeurs personnelles, plutôt que du statut marital. Chaque individu a le droit de choisir ce qui correspond à ses propres principes éthiques, tant que cela ne nuit pas à autrui. La diversité des cultures et des croyances montre qu'il n'y a pas de réponse universelle à cette question.","**Pas du tout d'accord**  

Je ne considère pas que les relations sexuelles hors mariage soient immorales, car la moralité dépend des valeurs individuelles et culturelles, et non d'une institution comme le mariage. Chaque personne a le droit de choisir comment vivre sa sexualité, tant que cela respecte le consentement et l'éthique. La diversité des opinions sur ce sujet montre qu'il n'y a pas de réponse universellement valable."
"**Tout à fait d'accord**  
Un couple homosexuel stable et aimant a la même capacité qu'un couple hétérosexuel à offrir un environnement épanouissant à un enfant. L'orientation sexuelle ne devrait pas être un critère pour interdire l'adoption, mais plutôt la qualité de l'amour et des soins prodigués. L'égalité des droits dans ce domaine favorise l'inclusion et le bien-être des enfants.","**Tout à fait d'accord**  
Un couple homosexuel stable et aimant a la même capacité à offrir un environnement épanouissant à un enfant qu'un couple hétérosexuel. L'orientation sexuelle ne devrait pas être un critère pour juger de l'aptitude à adopter, mais plutôt la qualité de l'amour et du soutien apportés à l'enfant.","**Tout à fait d'accord**  
Un couple homosexuel stable et aimant a la même capacité qu'un couple hétérosexuel à offrir un environnement épanouissant à un enfant. L'orientation sexuelle ne devrait pas être un critère pour juger de la compétence parentale, mais plutôt la qualité de l'amour et du soutien apportés. L'interdiction de l'adoption repose souvent sur des préjugés et non sur des faits scientifiques ou éthiques."
"**Plutôt d'accord**  
Je pense que les adultes consentants devraient avoir le droit d'accéder à des contenus pornographiques, tant que ces productions respectent les lois et les normes éthiques. Cependant, il est important de réguler ce secteur pour prévenir les abus et protéger les droits des travailleurs impliqués.","**Tout à fait d'accord**  
La pornographie impliquant des adultes consentants relève de la liberté individuelle et du droit à l'autodétermination. Tant qu'elle est produite et consommée de manière éthique, sans exploitation, sa légalité permet de réguler le secteur et de protéger les droits des travailleurs. Une interdiction risquerait de pousser ces activités dans l'illégalité, augmentant les dangers pour les personnes concernées.","**Tout à fait d'accord**  
La liberté individuelle et le consentement entre adultes devraient être respectés, tant qu'aucune exploitation ou atteinte aux droits d'autrui n'est impliquée. De plus, une réglementation appropriée peut garantir que la production et la consommation de pornographie se déroulent de manière éthique et sécurisée."
"**Tout à fait d'accord**  
Je suis d'accord avec cette affirmation car les choix intimes entre adultes consentants relèvent de la vie privée et de la liberté individuelle. L'État n'a pas à intervenir dans des décisions personnelles qui ne concernent que les personnes impliquées, tant qu'elles respectent les principes de consentement et de respect mutuel.","**Tout à fait d'accord**  
Je suis tout à fait d'accord car les choix intimes entre adultes consentants relèvent de la vie privée et ne devraient pas être réglementés par l'État, sauf en cas de préjudice ou de non-consentement. Le respect de l'autonomie individuelle et de la liberté personnelle est essentiel dans une société démocratique.","**Tout à fait d'accord**  

Je pense que les choix intimes et consentis entre adultes relèvent de leur vie privée et ne devraient pas être réglementés par l'État, sauf en cas de préjudice ou de non-consentement. La liberté individuelle et le respect de la vie privée sont des principes fondamentaux dans une société démocratique. L'intervention de l'État dans ce domaine pourrait constituer une atteinte injustifiée aux droits personnels."
"**Pas du tout d'accord**  
L'orientation sexuelle, y compris l'homosexualité, est une partie naturelle et innée de l'identité d'une personne, comme le confirment de nombreuses recherches scientifiques et témoignages personnels. Affirmer le contraire revient à nier la diversité des expériences humaines et peut contribuer à la stigmatisation des personnes LGBTQ+.","**Pas du tout d'accord**  
L'orientation sexuelle, y compris l'homosexualité, est une partie naturelle et innée de l'identité d'une personne, comme le confirment de nombreuses études scientifiques et témoignages personnels. Affirmer le contraire revient à nier la diversité des expériences humaines et peut contribuer à la stigmatisation des personnes LGBTQ+.","**Pas du tout d'accord**  
L'orientation sexuelle est une partie naturelle et innée de l'identité d'une personne, et de nombreuses études scientifiques confirment que l'homosexualité est un phénomène naturel présent chez diverses espèces, y compris les humains. Affirmer le contraire revient à ignorer la diversité des expériences humaines et les preuves biologiques et psychologiques. Chacun a le droit de ressentir et de vivre son orientation sexuelle sans jugement."
"**Plutôt pas d'accord**  
Je pense que l'ouverture d'esprit sur le sexe permet une meilleure compréhension et acceptation des diversités, ce qui favorise des relations plus saines et respectueuses. Cependant, il est important de maintenir un équilibre pour éviter toute forme de dérive ou de manque de respect envers autrui.","**Plutôt pas d'accord**  

Je pense que l'ouverture d'esprit sur le sexe favorise une meilleure compréhension et acceptation des diversités, ce qui est essentiel dans une société inclusive. Cependant, il est important de veiller à ce que cette ouverture ne néglige pas des aspects comme le consentement et le respect mutuel.","**Plutôt pas d'accord**  

Je pense que l'ouverture d'esprit sur le sexe favorise la tolérance et la compréhension des diversités humaines. Tant que cela respecte le consentement et les droits de chacun, cela contribue à une société plus inclusive. Cependant, il est important de maintenir un équilibre pour éviter toute forme de dérive ou de manque de respect."
